,L - Dipole,L - HOMO,L - LUMO,L - NMR(P),L - Q(P),L2Ni - %V_Bur(Ni),L2Ni - AMS_0(Ni),L2Ni - AMS_0(P2Ni),"L2Ni - Angle(P,Ni,P)",L2Ni - Dipole,L2Ni - HOMO,L2Ni - LUMO,L2Ni - NMR(Ni),L2Ni - Q(Ni) - 1,L2Ni - v(P2Ni) - 1,L2Ni - v(P2Ni) - 2,L2Ni2Br2 - AMS_0(P2Ni2Br2),"L2Ni2Br2 - BO(Ni,Ni)",L2Ni2Br2 - Dipole,L2Ni2Br2 - HOMO,L2Ni2Br2 - LUMO,"L2Ni2Br2 - R(Ni,Ni)",L2Ni2Br2 - v(P2Ni2Br2) - 1,L2Ni2Br2 - v(P2Ni2Br2) - 2,L2Ni2Br2 - v(P2Ni2Br2) - 3,L2Ni2Br2 - v(P2Ni2Br2) - 4,L2Ni2Br2 - v(P2Ni2Br2) - 5,L2Ni2Br2 - v(P2Ni2Br2) - 6,L2Ni2Br2 - v(P2Ni2Br2) - 7,L2NiBr - %V_Bur(Ni),L2NiBr - AMS_0(Ni),L2NiBr - AMS_0(P2NiBr),"L2NiBr - Angle(P,Ni,P)","L2NiBr - BO(Ni,Br)",L2NiBr - Dipole,L2NiBr - HOMO,L2NiBr - LUMO,L2NiBr - NMR(Br),L2NiBr - NMR(Ni),L2NiBr - Q(Br),L2NiBr - Q(Ni),"L2NiBr - R(Ni,Br)",L2NiBr - SD(Br),L2NiBr - SD(Ni),L2NiBr - v(P2NiBr) - 1,L2NiBr - v(P2NiBr) - 2,L2NiBr - v(P2NiBr) - 3,L2NiBr2 - %V_Bur(Ni),L2NiBr2 - AMS_0(Ni),L2NiBr2 - AMS_0(P2NiBr2),"L2NiBr2 - Angle(Br,Ni,Br)","L2NiBr2 - Angle(P,Ni,P)",L2NiBr2 - Dipole,L2NiBr2 - HOMO,L2NiBr2 - LUMO,L2NiBr2 - NMR(Ni),L2NiBr2 - Q(Ni),L2NiBr2 - v(P2NiBr2) - 1,L2NiBr2 - v(P2NiBr2) - 2,L2NiBr2 - v(P2NiBr2) - 3,L2NiBr2 - v(P2NiBr2) - 4,LNi - %V_Bur(Ni),LNi - AMS_0(Ni),LNi - AMS_0(PNi),"LNi - BO(Ni,P)",LNi - Dipole,LNi - HOMO,LNi - LUMO,LNi - NMR(Ni),LNi - NMR(P),LNi - Q(Ni),LNi - Q(P),"LNi - R(Ni,P)","LNi - Sterimol_B1(Ni,P)","LNi - Sterimol_B5(Ni,P)","LNi - Sterimol_L(Ni,P)",LNi - v(PNi) - 1,LNiBr - %V_Bur(Ni),LNiBr - AMS_0(Ni),LNiBr - AMS_0(PNiBr),"LNiBr - BO(Ni,Br)","LNiBr - BO(Ni,P)",LNiBr - Dipole,LNiBr - HOMO,LNiBr - LUMO,LNiBr - NMR(Br),LNiBr - NMR(Ni),LNiBr - NMR(P),LNiBr - Q(Br),LNiBr - Q(Ni),LNiBr - Q(P),"LNiBr - R(Ni,Br)","LNiBr - R(Ni,P)",LNiBr - SD(Br),LNiBr - SD(Ni),LNiBr - SD(P),"LNiBr - Sterimol_B1(Ni,P)","LNiBr - Sterimol_B5(Ni,P)","LNiBr - Sterimol_L(Ni,P)",LNiBr - v(PNiBr) - 1,LNiBr - v(PNiBr) - 2,LNiBr2 - %V_Bur(Ni),LNiBr2 - AMS_0(Ni),LNiBr2 - AMS_0(PNiBr2),"LNiBr2 - Angle(Br,Ni,Br)","LNiBr2 - BO(Ni,P)",LNiBr2 - Dipole,LNiBr2 - HOMO,LNiBr2 - LUMO,LNiBr2 - NMR(Ni),LNiBr2 - NMR(P),LNiBr2 - Q(Ni),LNiBr2 - Q(P),"LNiBr2 - R(Ni,P)","LNiBr2 - Sterimol_B1(Ni,P)","LNiBr2 - Sterimol_B5(Ni,P)","LNiBr2 - Sterimol_L(Ni,P)",LNiBr2 - v(PNiBr2) - 1,LNiBr2 - v(PNiBr2) - 2,LNiBr2 - v(PNiBr2) - 3,dG(2 L + L2Ni2Br2 to 2 L2NiBr),dG(2 L + L2Ni2Br2 to L2Ni + L2Ni2Br2),dG(L2Ni + NiBr2 to L2Ni2Br2),dG(L2Ni to L + LNi),dG(L2Ni2Br2 to 2 LNi + 2 Br),dG(L2Ni2Br2 to 2 LNiBr),dG(L2Ni2Br2 to LNi + LNiBr2),dG(L2NiBr to L + LNiBr),dG(L2NiBr to L2Ni + Br),dG(L2NiBr2 to L + LNiBr2),dG(L2NiBr2 to L2Ni + 2 Br),dG(L2NiBr2 to L2NiBr + Br),dG(LNi to L + Ni),dG(LNiBr to L + NiBr),dG(LNiBr to LNi + Br),dG(LNiBr2 to L + NiBr2),dG(LNiBr2 to LNi + 2 Br),dG(LNiBr2 to LNiBr + Br),"L2Ni - BO(Ni,P)",L2Ni - NMR(P),L2Ni - Q(P),"L2Ni - R(Ni,P)","L2Ni - Sterimol_B1(Ni,P)","L2Ni - Sterimol_B5(Ni,P)","L2Ni - Sterimol_L(Ni,P)",L2Ni2Br2 - %V_Bur(Ni),L2Ni2Br2 - AMS_0(Ni),"L2Ni2Br2 - Angle(Br,Ni,Br)","L2Ni2Br2 - BO(Ni,Br)","L2Ni2Br2 - BO(Ni,P)",L2Ni2Br2 - NMR(Br),L2Ni2Br2 - NMR(Ni),L2Ni2Br2 - NMR(P),L2Ni2Br2 - Q(Br),L2Ni2Br2 - Q(Ni),L2Ni2Br2 - Q(P),"L2Ni2Br2 - R(Ni,Br)","L2Ni2Br2 - R(Ni,P)","L2Ni2Br2 - Sterimol_B1(Ni,P)","L2Ni2Br2 - Sterimol_B5(Ni,P)","L2Ni2Br2 - Sterimol_L(Ni,P)","L2NiBr - BO(Ni,P)",L2NiBr - NMR(P),L2NiBr - Q(P),"L2NiBr - R(Ni,P)",L2NiBr - SD(P),"L2NiBr - Sterimol_B1(Ni,P)","L2NiBr - Sterimol_B5(Ni,P)","L2NiBr - Sterimol_L(Ni,P)","L2NiBr2 - BO(Ni,Br)","L2NiBr2 - BO(Ni,P)",L2NiBr2 - NMR(Br),L2NiBr2 - NMR(P),L2NiBr2 - Q(Br),L2NiBr2 - Q(P),"L2NiBr2 - R(Ni,Br)","L2NiBr2 - R(Ni,P)","L2NiBr2 - Sterimol_B1(Ni,P)","L2NiBr2 - Sterimol_B5(Ni,P)","L2NiBr2 - Sterimol_L(Ni,P)","LNiBr2 - BO(Ni,Br)",LNiBr2 - NMR(Br),LNiBr2 - Q(Br),"LNiBr2 - R(Ni,Br)"
L - Dipole,1.0,-0.004874982350504078,-0.107304641322559,0.18058043658284473,0.006307541534439514,-0.515986007741345,0.2758848320659893,0.3252934066947675,-0.07701826079197964,0.3941414172985629,-0.17812195097762415,-0.13748006005263289,0.036878774199242605,0.046764782690894714,-0.05111224600733507,0.061057077828771976,0.31044975340441927,-0.22625047260357006,0.48292000925981043,-0.19132744825039022,-0.2595452094135457,-0.19512414704831188,-0.07373576134385929,-0.09400797088669736,-0.09603953979801563,-0.00013145238837398347,0.16362183156384474,0.2313209249321129,0.0833660624307352,-0.5421157185298829,0.12379260638282064,0.17699194787434194,-0.366784177057201,0.44195523392118347,0.6387482456919225,0.20488290920256988,-0.1340731124133059,-0.12765520547745768,0.21558738321278764,0.429057359693535,-0.25232128911396123,-0.4298723115377586,-0.20551749848743392,-0.11152126369527213,0.14388038428946265,-0.09418901041631891,0.2990553845504122,-0.43634056777666735,0.04550641232692858,0.10576534739641047,0.14749242029535048,-0.0050647922842532505,0.06344626227170118,-0.061529240591013785,0.07515602475919697,0.11477001940765297,-0.29462314872131073,0.08899052186967904,-0.04399677298687458,0.13134338907969845,-0.09544582829197677,-0.3576322807369553,0.29016109544165514,0.30988354213078395,-0.03298783590940179,0.5611071847406552,0.04688017550814069,-0.02814978257626199,0.10460192216624517,-0.11108647656785144,-0.13887645784472397,-0.14784553771780976,-0.33232582016660944,0.4413118535076159,0.12249317472593349,0.13426539731677084,0.01228767765663061,-0.3622598590931183,0.2708421112430854,0.2962233600196781,-0.002465022427491803,0.2665298986594119,0.7509442785305394,-0.07204269145499342,-0.08625513290694241,0.04883440747061375,-0.2745325115403898,0.24831771038764305,-0.20306074326850185,0.2923568720753595,-0.12985306822445933,-0.3198114778905955,-0.20782362039931251,-0.27054930873178995,0.2676872253390844,-0.2718380987757539,0.4137073547370058,0.17291521610596564,0.15537848498840592,-0.09266997527608586,0.2441224824414512,-0.320886220919747,0.24831501933544442,0.2588687290250607,0.1669838879153718,0.1333305225712485,0.5015431860170324,-0.02775785160902785,0.04561984012431816,0.1395141947524529,0.1309135636555149,0.20402045821466944,-0.07593835214136829,-0.17750700912746317,0.38858743801004614,0.14518024603473378,0.055403765106289665,-0.06491392487073241,0.2572150489456261,0.22834516851918435,-0.2523332996208882,-0.16274182747787183,0.06983921695021451,0.11085792817850627,0.21610750910379406,0.19413018338094215,0.06072646275577007,0.26686278251920653,0.39877590089753423,0.20375333459779582,0.2948586540617973,0.10792933066625376,-0.2976134618007758,-0.34785260268572865,0.17741333539410156,0.0672731586116418,0.2843398569753428,0.30806905346447533,0.06402092711587859,0.2476888413337368,-0.1581211522668395,-0.2957622818280486,0.254046462875579,0.16985530486312272,0.13695404930830324,-0.35798354460592974,0.24331338441507114,0.17061785527980092,0.24227984381754006,0.22468616836628613,0.05883687835097624,0.12985081162777204,0.17046421325172678,0.2144234132906816,-0.14452083572649008,0.08392701826090655,-0.20525101473965182,-0.16899556242644578,0.319894004083461,0.1322864740289809,0.06551236219778149,0.4639259280892961,0.19919808825913554,0.30694757887282853,-0.23823793691954098,0.14935267457214532,0.3561027411851886,0.14248270307671387,0.027953221171711954,0.3584923377027391,0.35031238763640477,-0.10438887830762027,0.158429677617297,0.3389077019500066,0.19894283825743184,-0.08441033049187716,-0.235996682306315,0.31223712975724416,0.13609121988510367,0.09674048764766895,0.08672879223467078,0.04458061406940812,-0.1914887765497828,-0.1714423313054883
L - HOMO,-0.004874982350504078,1.0,-0.06385858716426701,-0.11067027196135905,0.4724444062771979,0.18158243046608089,-0.06923563857468149,-0.003075326745739629,-0.23257284500470998,0.2686283361755353,0.3337460182183495,0.013189788674468015,-0.22953010818983438,0.12068489430025885,-0.02593591353479102,-0.2109401138959179,-0.17364483431124098,0.3078671800386329,-0.003083862858626762,0.7427764119896542,0.5666490338256595,0.21607404002430985,0.07155848190347902,0.019331653444324342,0.30583796851995493,-0.10421704458394707,-0.24259448862832436,0.174497745143511,-0.1353727512626528,0.18647587438531668,-0.02868149740437346,0.11756397428339117,-0.14566183306879177,-0.04993903483225738,0.39306868874778217,0.7716061692184695,-0.02358462411607009,-0.03770017074227312,-0.1972640078403586,-0.21993278068077882,0.08335574168333051,0.07268573046200703,-0.19677519158147483,0.14441897112886432,-0.06360940580130012,0.023671535700524618,-0.03550348457914362,0.13986442839794308,0.16377010757144894,0.051710474552771966,-0.03167991472862966,0.08367588339332543,0.050997146499710266,0.7240449519537826,0.3039969935309255,-0.10246463259628846,0.2711975669150307,0.17414936690012275,0.03770174187110292,-0.16913465547377496,0.005418709151377554,0.32550367467372004,-0.3240779326171477,-0.31215520287647874,-0.3328088578252897,0.12367064623384907,-0.05053239242543218,0.07886437569906198,-0.14583909881382662,0.16628506337640683,0.10045651074064474,0.5487553187671386,0.4084807865781392,0.35547971452835,0.27625775834531335,-0.06184515474617242,0.03783699882792808,0.33870415526355546,-0.32016798593508156,-0.30174539423254715,0.023651849608772514,-0.13969079131513448,0.21612684645371358,0.8043356833792008,-0.04240027404130788,0.05634815572824033,0.2843381323776791,-0.1699567310893346,0.24477160682368052,-0.42448221291535865,0.6121861279169001,0.3497519810039247,0.3396574947576363,0.3161605562903837,-0.33227838242119945,0.32746072360560124,0.3792177721730299,0.22763319173258603,-0.10940175085970111,0.017536159610023392,-0.2516225417724195,0.2785089575189635,-0.2677078817565176,-0.1819216651516046,-0.11627603852441759,-0.5515071287850764,0.49216923309398125,0.7171547076098828,0.35796991915073206,-0.19579048910996066,0.08243585620472049,-0.3638338809864572,0.46504624024918895,0.10723412629346585,0.43341913903639984,0.32492594906594474,-0.054213863044349525,0.34646519508035817,-0.2685195262302504,-0.09859767318006614,0.06788213563971275,0.14109790267892888,-0.23367993276285348,-0.2419665362682524,-0.23626041947705373,-0.252462309751521,-0.272992150429304,-0.1291943905781349,0.08016090294089498,-0.16971879433341353,-0.03671285737803082,-0.09870079033787127,0.31278084529780925,0.38739240978846257,-0.1688526990058622,0.28743172029300607,-0.14506799672294987,-0.08453466127782788,-0.07554559845887829,-0.1515060522130619,0.22010052343011935,0.21316670055355164,0.4013646085842206,0.3146733212223893,0.19917506448997152,0.28327044562710346,-0.12321328153544206,-0.171754188770084,-0.3472396688603106,-0.32935277584267114,0.21859461186864096,-0.2541066350774791,-0.05585393019823633,-0.36087773911658216,0.27722319496550585,0.04903463167394467,0.33069726599908894,0.26488391541804607,0.48187160334966406,0.3188614783007403,0.15692308141830347,-0.06154006351009755,-0.10842581771921327,0.21856882596829966,0.19676199026398267,-0.01171960805235241,0.3367635609998422,0.28436134255035433,0.15449998158836564,-0.3391281638614293,-0.320300758760977,0.05509473226653769,-0.1695775694795646,-0.44293001108473595,-0.037861094526765095,0.10158495075554241,0.10290950121011469,0.4069397955369029,0.34367755787751203,0.1608736924949281,-0.17996861080786414,-0.14745988588485387,-0.45572103529266444,0.35295848969641896
L - LUMO,-0.107304641322559,-0.06385858716426701,1.0,-0.14022556916432027,-0.5093216613083384,-0.15597647261112368,0.39643307574245523,0.3615980834444118,0.5541934965014053,-0.45794544784895513,0.567825355705944,0.9756884069005208,0.6324604071962474,-0.6523045028076107,0.21901104332977608,0.24920843453574998,0.399790654165792,-0.40292504539217033,-0.24276626144944588,0.0632795335961364,0.32049173608750986,0.07335628180843974,-0.027283041812129524,0.01185274996215057,-0.2537961327518263,0.1159729292798217,-0.08028969437461222,-0.2804081698668615,0.2586652184682245,-0.13883429817895032,0.3295414105370891,0.21984523683850568,0.4621285614145467,-0.3949159742028073,-0.1712268624953576,0.15303201747395542,0.9884313608022381,0.2535496819450936,-0.17914540599130613,-0.3642097560035834,-0.0547625662370492,0.47044418890936285,0.42571868211220715,0.22979726307294865,0.08643533228249455,0.05420007476530506,-0.4153897034962511,-0.11963672534337526,0.22797457242605057,0.38493563684981263,-0.3837113966971405,-0.3102052495027462,0.3266752813781445,0.1053072681557586,-0.06679293333657789,-0.24837237951222998,-0.003192149081757674,-0.26564737061422805,-0.032862007857221355,-0.3335804850497343,0.0003490364135976408,-0.300962658952898,0.42111663678316547,0.4083249789971685,0.309999587287738,-0.32549842623446207,0.6576302069361537,0.926491905631261,0.057966903443609843,-0.43986306119712837,-0.6484803643740958,0.19630211115806315,-0.3255404719903634,-0.137251226388067,-0.4613464883249224,-0.20917611685119603,-0.15639085500260008,-0.3069180668801187,0.4464332345778955,0.42887571180439005,-0.38223661898046807,0.08131267032608047,0.06007887433474452,-0.30961981669887056,0.986684467905547,-0.11815375627366152,-0.48012088489774507,-0.030762046938528166,-0.5327781352451082,0.2755705418556749,-0.3276980895257539,-0.36448000745823683,-0.31575468102350585,-0.4466546774870561,0.4347868168343015,-0.4377523733692595,-0.1404642912373088,-0.46205678555198776,-0.22365973382805898,-0.1719282852632603,0.3248518187896364,-0.3009029729782544,0.322628435617957,0.3240246407789867,-0.09363218538235744,0.3730405180047963,0.08200723021928863,-0.33316243359717795,0.15402435033364928,0.05828451784194777,-0.27574652207322375,0.10005458080646985,0.10497979686443117,0.16672725498616447,-0.1826396083779825,-0.49892480253827703,-0.26427898831662383,-0.04427639420701982,-0.01107234982778904,-0.11116245302447784,-0.19706309733155677,-0.15821489221499604,0.16951227472779998,0.30321416881845314,0.3487696035320631,-0.09912269799866273,0.16229669814209247,0.13653122378845078,0.11793855976325546,0.06558745577995938,0.07679055068125573,0.018850512281295948,-0.35621186019077483,-0.005537536135360712,0.5436341128786614,0.23650819972248838,0.40730352245509316,0.17288832372196555,-0.2534910321363741,-0.048654263221317724,-0.1276301122352074,-0.311446874641461,-0.18510883346882184,-0.4805443357786705,-0.305619925140252,-0.40858472950569097,0.4513168240269856,-0.1628377242232386,0.278503030372998,0.30364931423990055,0.24294126800961366,0.28237421325596535,-0.11529156838560266,0.14660078498818954,-0.27841332924896545,0.2493703577098736,-0.36221038716743764,-0.07506709710607276,-0.14626711522747557,-0.482978451327623,-0.3752597909672649,-0.14493768241766347,-0.04134259280280569,-0.04921153872661235,-0.09672405079558397,-0.35014543491456657,-0.2010134690548614,-0.4826425652159889,-0.3068754064670682,0.008885289304861207,0.011582657563787254,0.2684373214179998,0.007846732247700366,-0.29806090432771437,0.19346680253626228,0.376831288537732,0.07738425073040288,-0.2005122680906168,-0.5117010117491483,-0.3075254733493867,-0.12683228066813154,0.1851676104559489,-0.30365364152038715,-0.15276266443628092
L - NMR(P),0.18058043658284473,-0.11067027196135905,-0.14022556916432027,1.0,-0.24116805143807396,-0.10011697066368568,-0.24738280920275163,-0.0020249423519193826,-0.3964811840292255,0.2806498792026537,-0.5163956466517099,-0.19769088321902062,-0.2731305104212324,0.20375558631472776,-0.14156210456900942,-0.06988264976039377,0.23315852172612384,0.015809312310247375,0.2790774483254884,-0.2084676967130264,-0.437550670122268,-0.31963843306942663,-0.35468754787323764,-0.2573506551132642,0.1245513543840553,0.0015455175845379607,-0.08415325327824143,-0.07643987597181627,0.10267035761903044,-0.16099551169185666,-0.2996760324887903,0.3438721126939522,-0.3825207831780561,0.3598982939837685,0.24637055773145183,-0.09208815087705921,-0.1871415737811477,-0.07974443409333729,0.2978845032499387,0.3433523725178834,-0.28958933147442395,-0.4724788038728906,-0.12812435839981853,-0.1906472950450595,-0.0853616716814799,-0.07852963182150707,0.4130623773473823,-0.2555556445978359,-0.3303183311522092,-0.007322182462511902,0.435871179180039,0.26574213132679386,-0.35901942270079135,-0.06814162986953831,0.30851636715332315,0.5670701961157902,-0.4528554637484212,0.04379734526071616,-0.35664122937228715,0.3549548388775586,-0.21691422179878442,0.053407728575943364,-0.1735277860161508,-0.0765445541425656,-0.21284931671285656,0.10577538330404766,-0.4318112867353467,-0.17328719509829335,0.2896080332249141,0.6584505629581239,0.26011974320011716,-0.5633737738877537,-0.05629808686439402,0.16786126275056598,0.051419153474348424,0.010969691921280894,-0.109431281088216,0.045817541764697135,-0.12903891459731429,-0.0157517589111257,-0.02636561873451772,-0.2194182646970009,0.12848308051754684,0.1474337023418817,-0.1900612116630367,0.3526667183791568,0.18017551496428852,0.9133478293211416,0.12537015033870574,-0.05719322988132208,-0.23012786546004396,0.0637791821632776,-0.3667911155945938,0.13983894037842415,-0.12197033734231692,0.11118914036806421,0.2173862844179745,0.06489275541810186,0.015829824243180007,-0.1569394250630303,-0.1617875954676835,-0.08241556556940159,-0.007581616774080483,0.1944755055254658,0.3818814144759822,-0.21110620495953278,-0.06388169729466021,0.21304043197624184,0.37041860682404093,0.5128673415868669,0.6735604327465399,-0.034526402822671505,-0.31091175751969774,-0.6550381698746449,0.21750103039879776,0.11383683414691016,0.17216777838520483,-0.39050474609664354,0.21173385947210224,0.4355574446003253,-0.047730239335392353,-0.2183840175946444,0.32994371168673015,-0.040724286199728434,-0.23970531746535173,0.06473992929506417,-0.38316021114240156,0.05851100936650423,-0.1194089263417548,0.1679559308359004,0.14800933192638704,0.26407311590274923,0.02123162144811444,-0.42019127540682616,-0.37153320017642294,-0.10188492312263257,-0.061979477494755214,0.24145359843670067,0.06660250458703175,0.9428111699116088,-0.3238150697073048,-0.12939786501985776,0.22086158845207135,0.11857554771004938,0.12448479400872203,0.002024644415653303,-0.12763352396001745,0.32332374167250083,0.08433543185988279,0.0849495416842876,-0.23812512851897394,0.07170830940200529,0.940093059675441,0.16659481196354736,-0.10766258501781224,-0.29772273564440266,0.09500693424254028,-0.4121250339883674,0.19579530039793108,0.03130420411363278,0.05676232837187106,0.23080647669023052,0.921579575011946,-0.2663276843061147,-0.3320876949547229,0.18911422721408272,0.19786114270015723,0.0598247661864859,0.0827932636262767,0.4094083056201562,0.37719027426652874,-0.5512033751934613,0.8338459216360944,0.5276929498270251,-0.190429528350001,-0.391926023957486,-0.5622355602966832,0.2653007869839297,0.10784025584451797,0.2538926860071955,-0.04136901375964541,-0.05968376396904781,-0.09149801157342127,-0.07600992229420703
L - Q(P),0.006307541534439514,0.4724444062771979,-0.5093216613083384,-0.24116805143807396,1.0,0.38381575963632114,-0.12137054899806764,-0.17878363557265328,-0.17876897680903545,0.14802069529034137,-0.006764586017279778,-0.43203167691724526,-0.28129652048299303,0.2455933192937056,-0.02099628935777737,-0.059468045680906544,-0.4093088057226445,0.31666517857030685,0.16638423135121663,0.3379861066135216,0.12951799329980127,0.1746884328753043,0.25023339168354763,0.14138359685183172,0.2232928119251091,0.02418764205745254,0.08267584455413342,0.42031548399005075,-0.29307460946710145,0.3512339208397322,-0.07620427758531181,-0.27300652411490106,-0.168292601612548,-0.06147122290513764,0.09153923685970373,0.14336642695300053,-0.4701208145831543,-0.15974093362245803,-0.18376797408811624,-0.11205502367252966,0.38529692471694565,-0.08061018482269329,-0.24608020240933356,-0.030329680351470985,0.030551337696510014,-0.04088285188010951,0.031043637473650812,0.1846482631764668,0.013181043857206155,-0.10913408426931419,-0.15246029249288445,-0.12219237885096076,0.2273112175043357,0.39340576725369164,-0.2086938657829284,-0.2609452779820595,0.37090270503446565,0.06526113005288489,0.10211863782481703,-0.11493704829152204,0.35538128143263964,0.39719617803580826,-0.3043260646253024,-0.327266097711844,-0.2046288504109454,0.1572738521748595,-0.2829228762190161,-0.40769006035082495,-0.1271979848380019,0.11278822906142681,0.31797315881176447,0.5752343926936725,0.3492011407273555,0.09254910052531633,0.30256756460636164,-0.05126603824163525,0.20529234965296717,0.43425671764201934,-0.331155964476553,-0.35769734457249863,-0.07643003625225979,-0.12765980528237697,-0.10096565465842489,0.47239591349252924,-0.48234238808979524,-0.11736590643156952,0.34244622232289007,-0.34500468859337236,0.28777629082374295,-0.25344285032174035,0.7757142802891027,0.34226522113941393,0.36671959798928483,0.3347913227888325,-0.3353715079577035,0.3292664608726026,0.10273986089534705,0.25810586637276184,-0.09702068192470449,0.3026808091974518,-0.16831014781482972,0.44997080545776197,-0.30963022271040325,-0.3552198076682188,-0.23957618887134766,-0.46985804352499905,0.13301729538356982,0.48883933069672286,-0.20452912160733575,-0.39073539985830397,-0.10464922565371881,-0.18405833098853155,0.443847940696963,0.2740855514288138,0.10461085091017043,0.30532844240140544,-0.08366134060840578,0.3147746124399225,-0.22954813056647907,-0.23051796446817754,0.18976901812076336,0.3248007124423434,-0.22599101824303494,-0.23398655484177536,-0.23383939398175865,-0.12772443873937786,-0.06548638904626324,-0.19545770772512597,-0.1067152188140216,-0.3579492076812399,-0.33910521286637607,-0.35524660960019794,0.31212891649788543,0.29380043703904896,-0.24333666978580448,-0.09301324252506035,-0.30785327976084514,-0.28601984337683717,0.016304660616315737,-0.2922599402890218,0.483084416865321,0.2358477161456026,0.21732206904402857,0.35727835307850975,0.13637787515180289,0.43198360937536895,-0.24484814044948278,-0.16823377059854822,-0.39688184514697955,-0.42220873299239486,-0.009877271758756263,-0.3479944865166474,-0.29981601447865475,-0.32318949244338596,0.3875057841294819,0.2685006693935951,0.3412752490871266,0.2969309562295857,0.15213664517380035,0.3451102715579472,0.21327981520867134,-0.20318657892054956,-0.2940781144542057,0.40040343874013035,0.3289008066688378,0.13217775545195884,0.06640058156029763,0.28944142637772036,0.05324783990389109,-0.31712273381099915,-0.34165099748811095,0.18886314775495525,-0.4269591211675001,-0.2677329522809565,0.1502614837956966,-0.03786317685550849,0.2966625570589522,0.16915433281808273,0.37486274499109573,0.08326942978758708,0.0052162746907282774,-0.09589721779812357,0.175888090270855,0.24776210979736463
L2Ni - %V_Bur(Ni),-0.515986007741345,0.18158243046608089,-0.15597647261112368,-0.10011697066368568,0.38381575963632114,1.0,-0.5901266586662589,-0.6397673817289343,-0.17558105599247012,0.038488169483018864,0.2034869834635719,-0.06822019802750201,-0.4113383812848883,0.2635504086583227,-0.0687059422392088,-0.14437905904702525,-0.8010647122509,0.6150072492247458,-0.20911962321674687,0.44509668280632414,0.3786895791170169,0.5092175518919119,0.06706026298957277,0.17710447070924745,0.1316038708971048,-0.06808807825496291,-0.18735184360763876,0.11507482606509697,-0.5546958954492323,0.96148637672435,-0.35555813218730276,-0.4681946326479155,0.2434037397878399,-0.5397570074250229,-0.36262557891785735,-0.039979870514451316,-0.09693323384970758,-0.14413467591648693,-0.20558192932371852,-0.5115884928746319,0.5748680325091872,0.3795051139711537,-0.07584321454126394,0.01191356475605563,-0.19058978848521166,0.2719265922122362,-0.2809708892337301,0.7738189637590288,-0.07315118788933081,-0.28925107888119855,-0.21843999091259572,0.042746423166394806,0.10431531177350872,0.22093570733915252,-0.21191559901682827,-0.30910410290950585,0.6699224170357989,-0.20591100706319895,0.023308139553630033,-0.19631697118254593,0.22125938283179805,0.7873572651721734,-0.6274572818458397,-0.6650745141843755,0.01995781551923303,0.05087420872951122,-0.24357278728577442,-0.12502258291199184,-0.13583381198284208,0.3538385197143054,0.44497447160313797,0.2653438634751552,0.6432557024067967,-0.18657306699928095,0.17712247485606525,-0.315101644685546,0.00745178815350586,0.801125312493721,-0.6024358445147497,-0.6491483201528256,0.1779437763581723,-0.09127624052484679,-0.6135893740506859,0.39328460242270175,-0.16379933324387627,-0.10203115920341298,0.5897072803341986,-0.3234011392842308,0.5800929774610192,-0.6262978716915085,0.5254314774707416,0.623452487219448,0.5288507228373085,0.5730758892584854,-0.5752913825926035,0.5777576417209009,-0.0876811210847032,0.09228093643899073,-0.37983546022449927,0.30255892712550114,-0.4671529464142263,0.7953716934788617,-0.6723426706792591,-0.6975664069557743,-0.40457306121454534,-0.3915037113618154,-0.22537714749930657,0.2913526326625329,-0.22207707411733255,-0.4606173545780901,-0.06677527345190261,-0.49874593877525447,0.15947517293476343,0.4308923748060489,-0.13594225234908697,0.14022154166029338,-0.2080190603356085,0.2814323915789334,-0.44721919127219883,-0.3096937835689603,0.6009978696991235,0.568030257074171,-0.22855954929585143,-0.3718289998201179,-0.5125833502701336,-0.3629608513751996,-0.14165374065777453,-0.6071047889930512,-0.7535871336258126,-0.681425024569974,-0.7817448752409853,-0.4855848891885152,0.611107560541945,0.5687580035928711,-0.48163043861248617,-0.35353397098219613,-0.6763446328243583,-0.6775066671510118,-0.05904707243131958,-0.25927017245170797,0.23028933728627432,0.6086132481953602,0.0852048763097079,0.13387114479658216,-0.23882961935358393,0.8563815406005528,-0.6358266382244225,-0.4356969422437259,-0.6537605669762497,-0.650110144061518,-0.37678521686905775,-0.5519436188757019,-0.1918676196655054,-0.5553173947584916,0.505959520077043,-0.21529219387058957,0.5590642061074363,0.5486369814750522,0.03445255139450835,0.13655989401535612,-0.15028117947859876,-0.7027395729975275,-0.20828954439800842,-0.40326910588433756,0.6481073716776964,0.05469355603050359,-0.03413423181334591,0.14334680948825304,-0.13943071283429603,-0.7398163920491231,-0.7564788267467355,0.2314196300412413,-0.39059675687821943,-0.5789598900799876,-0.45178977050347174,-0.005578229966210058,0.6168042411594628,-0.04662018593053721,0.17366739246406523,-0.19041305820338505,-0.08671507387479008,-0.15003781511638178,0.4376674783465172,0.489765862066554
