LKB-P ID,L - Dipole,L - HOMO,L - LUMO,L - NMR(P),L - Q(P),L2Ni - %V_Bur(Ni),L2Ni - AMS_0(Ni),L2Ni - AMS_0(P2Ni),"L2Ni - Angle(P,Ni,P)",L2Ni - Dipole,L2Ni - HOMO,L2Ni - LUMO,L2Ni - NMR(Ni),L2Ni - Q(Ni) - 1,L2Ni - v(P2Ni) - 1,L2Ni - v(P2Ni) - 2,L2Ni2Br2 - AMS_0(P2Ni2Br2),"L2Ni2Br2 - BO(Ni,Ni)",L2Ni2Br2 - Dipole,L2Ni2Br2 - HOMO,L2Ni2Br2 - LUMO,"L2Ni2Br2 - R(Ni,Ni)",L2Ni2Br2 - v(P2Ni2Br2) - 1,L2Ni2Br2 - v(P2Ni2Br2) - 2,L2Ni2Br2 - v(P2Ni2Br2) - 3,L2Ni2Br2 - v(P2Ni2Br2) - 4,L2Ni2Br2 - v(P2Ni2Br2) - 5,L2Ni2Br2 - v(P2Ni2Br2) - 6,L2Ni2Br2 - v(P2Ni2Br2) - 7,L2NiBr - %V_Bur(Ni),L2NiBr - AMS_0(Ni),L2NiBr - AMS_0(P2NiBr),"L2NiBr - Angle(P,Ni,P)","L2NiBr - BO(Ni,Br)",L2NiBr - Dipole,L2NiBr - HOMO,L2NiBr - LUMO,L2NiBr - NMR(Br),L2NiBr - NMR(Ni),L2NiBr - Q(Br),L2NiBr - Q(Ni),"L2NiBr - R(Ni,Br)",L2NiBr - SD(Br),L2NiBr - SD(Ni),L2NiBr - v(P2NiBr) - 1,L2NiBr - v(P2NiBr) - 2,L2NiBr - v(P2NiBr) - 3,L2NiBr2 - %V_Bur(Ni),L2NiBr2 - AMS_0(Ni),L2NiBr2 - AMS_0(P2NiBr2),"L2NiBr2 - Angle(Br,Ni,Br)","L2NiBr2 - Angle(P,Ni,P)",L2NiBr2 - Dipole,L2NiBr2 - HOMO,L2NiBr2 - LUMO,L2NiBr2 - NMR(Ni),L2NiBr2 - Q(Ni),L2NiBr2 - v(P2NiBr2) - 1,L2NiBr2 - v(P2NiBr2) - 2,L2NiBr2 - v(P2NiBr2) - 3,L2NiBr2 - v(P2NiBr2) - 4,LNi - %V_Bur(Ni),LNi - AMS_0(Ni),LNi - AMS_0(PNi),"LNi - BO(Ni,P)",LNi - Dipole,LNi - HOMO,LNi - LUMO,LNi - NMR(Ni),LNi - NMR(P),LNi - Q(Ni),LNi - Q(P),"LNi - R(Ni,P)","LNi - Sterimol_B1(Ni,P)","LNi - Sterimol_B5(Ni,P)","LNi - Sterimol_L(Ni,P)",LNi - v(PNi) - 1,LNiBr - %V_Bur(Ni),LNiBr - AMS_0(Ni),LNiBr - AMS_0(PNiBr),"LNiBr - BO(Ni,Br)","LNiBr - BO(Ni,P)",LNiBr - Dipole,LNiBr - HOMO,LNiBr - LUMO,LNiBr - NMR(Br),LNiBr - NMR(Ni),LNiBr - NMR(P),LNiBr - Q(Br),LNiBr - Q(Ni),LNiBr - Q(P),"LNiBr - R(Ni,Br)","LNiBr - R(Ni,P)",LNiBr - SD(Br),LNiBr - SD(Ni),LNiBr - SD(P),"LNiBr - Sterimol_B1(Ni,P)","LNiBr - Sterimol_B5(Ni,P)","LNiBr - Sterimol_L(Ni,P)",LNiBr - v(PNiBr) - 1,LNiBr - v(PNiBr) - 2,LNiBr2 - %V_Bur(Ni),LNiBr2 - AMS_0(Ni),LNiBr2 - AMS_0(PNiBr2),"LNiBr2 - Angle(Br,Ni,Br)","LNiBr2 - BO(Ni,P)",LNiBr2 - Dipole,LNiBr2 - HOMO,LNiBr2 - LUMO,LNiBr2 - NMR(Ni),LNiBr2 - NMR(P),LNiBr2 - Q(Ni),LNiBr2 - Q(P),"LNiBr2 - R(Ni,P)","LNiBr2 - Sterimol_B1(Ni,P)","LNiBr2 - Sterimol_B5(Ni,P)","LNiBr2 - Sterimol_L(Ni,P)",LNiBr2 - v(PNiBr2) - 1,LNiBr2 - v(PNiBr2) - 2,LNiBr2 - v(PNiBr2) - 3,SMILES,dG(2 L + L2Ni2Br2 to 2 L2NiBr),dG(2 L + L2Ni2Br2 to L2Ni + L2Ni2Br2),dG(L2Ni + NiBr2 to L2Ni2Br2),dG(L2Ni to L + LNi),dG(L2Ni2Br2 to 2 LNi + 2 Br),dG(L2Ni2Br2 to 2 LNiBr),dG(L2Ni2Br2 to LNi + LNiBr2),dG(L2NiBr to L + LNiBr),dG(L2NiBr to L2Ni + Br),dG(L2NiBr2 to L + LNiBr2),dG(L2NiBr2 to L2Ni + 2 Br),dG(L2NiBr2 to L2NiBr + Br),dG(LNi to L + Ni),dG(LNiBr to L + NiBr),dG(LNiBr to LNi + Br),dG(LNiBr2 to L + NiBr2),dG(LNiBr2 to LNi + 2 Br),dG(LNiBr2 to LNiBr + Br),"L2Ni - BO(Ni,P)",L2Ni - NMR(P),L2Ni - Q(P),"L2Ni - R(Ni,P)","L2Ni - Sterimol_B1(Ni,P)","L2Ni - Sterimol_B5(Ni,P)","L2Ni - Sterimol_L(Ni,P)",L2Ni2Br2 - %V_Bur(Ni),L2Ni2Br2 - AMS_0(Ni),"L2Ni2Br2 - Angle(Br,Ni,Br)","L2Ni2Br2 - BO(Ni,Br)","L2Ni2Br2 - BO(Ni,P)",L2Ni2Br2 - NMR(Br),L2Ni2Br2 - NMR(Ni),L2Ni2Br2 - NMR(P),L2Ni2Br2 - Q(Br),L2Ni2Br2 - Q(Ni),L2Ni2Br2 - Q(P),"L2Ni2Br2 - R(Ni,Br)","L2Ni2Br2 - R(Ni,P)","L2Ni2Br2 - Sterimol_B1(Ni,P)","L2Ni2Br2 - Sterimol_B5(Ni,P)","L2Ni2Br2 - Sterimol_L(Ni,P)","L2NiBr - BO(Ni,P)",L2NiBr - NMR(P),L2NiBr - Q(P),"L2NiBr - R(Ni,P)",L2NiBr - SD(P),"L2NiBr - Sterimol_B1(Ni,P)","L2NiBr - Sterimol_B5(Ni,P)","L2NiBr - Sterimol_L(Ni,P)","L2NiBr2 - BO(Ni,Br)","L2NiBr2 - BO(Ni,P)",L2NiBr2 - NMR(Br),L2NiBr2 - NMR(P),L2NiBr2 - Q(Br),L2NiBr2 - Q(P),"L2NiBr2 - R(Ni,Br)","L2NiBr2 - R(Ni,P)","L2NiBr2 - Sterimol_B1(Ni,P)","L2NiBr2 - Sterimol_B5(Ni,P)","L2NiBr2 - Sterimol_L(Ni,P)","LNiBr2 - BO(Ni,Br)",LNiBr2 - NMR(Br),LNiBr2 - Q(Br),"LNiBr2 - R(Ni,Br)"
15,2.1888,-0.2132,-0.00839,253.4359,0.81185,80.88567414,18.93343459,33.08792699,"179.8826878",0.0093,-0.13835,-0.01075,-1266.0423,-0.40469,513.5206,475.5427,100.0385877,"0.4404",0.5175,-0.19112,-0.09234,"2.347953381",519.4771,508.1106,297.6737,251.027,252.4035,237.5328,169.5864,88.30426652,14.65060808,64.86446512,"161.6659577","0.4455",9.5395,-0.19978,-0.01091,3181.1229,-11499.6402,-0.71056,0.17409,"2.546554014",0.04838,0.92573,489.2445,500.7908,182.3957,94.90915026,9.954676922,82.64037539,"157.2835864","169.6879454",2.7609,-0.22043,-0.08956,-7571.308,-0.05626,510.6499,515.7005,300.8275,178.8611,49.62822332,25.72069761,33.86645847,"0.6294",1.8147,-0.1408,-0.02611,-3035.3972,143.883,-0.13221,0.9802,"2.064667778","3.797698472","5.261346391","7.35517865",508.5998,62.02998946,20.38449264,63.29991937,"0.6097","0.5452",12.6635,-0.22679,-0.01357,2961.9033,-16866.7959,241.4609,-0.67913,0.39382,0.92837,"2.320816321","2.253345614",-0.00057,1.01366,-0.00569,"3.788594106","5.278670723","7.483160065",514.7239,287.804,69.83653942,13.56123779,86.9581446,"157.6483114","0.6103",10.3578,-0.24299,-0.12697,-11459.4001,132.7475,0.2318,1.28537,"2.211838957","4.024636406","5.318654539","7.16666361",518.832,337.9912,177.9702,CC[C@H](P([C@@H](CC)C)[C@@H](CC)C)C,-42.18182816,-10.40198735,-3336966.501,31.47405105,3230760.879,-20.68118742,46.24813662,10.75032037,1615370.056,25.17607292,3230708.333,1615338.276,106237.0962,1721627.876,1615390.78,3336951.727,3230714.631,1615323.851,"0.5299",250.47705,0.95523,"2.163267643","3.799011665","5.27130164","7.43346657",76.97275938,12.53305026,"120.613797","0.5588","0.6305",2698.40405,-7564.4724,231.36435,-0.31246,-0.05179,1.039995,"2.369978175","2.215559747","3.991678337","5.34544202","7.26257446","0.4925",241.23075,0.937765,"2.317378749",0.011025,"3.713734061","5.48635332","7.878835469","0.5797","0.5405",3166.05115,226.86695,-0.442315,1.17127,"2.373452148","2.314026554","3.913066934","5.626778869","7.705015945","0.6422",3136.8225,-0.448595,"2.293036389"
16,1.8797,-0.21399,-0.00941,226.2353,0.84285,89.47558658,19.31442038,31.69702571,"179.9083969",0.011,-0.13833,-0.01004,-1250.7749,-0.33713,521.2385,494.9068,96.06571299,"0.4384",0.3872,-0.19277,-0.09363,"2.373321679",517.5908,508.7675,304.7227,250.7505,254.0051,181.807,162.7891,91.06862084,16.22473279,62.38217662,"153.794348","0.4141",10.2752,-0.2039,-0.01187,3044.095,-12133.3495,-0.72396,0.34688,"2.523485063",0.04924,0.91466,502.8886,512.582,180.1665,96.68001581,10.66736842,85.85352622,"122.3019935","154.9802345",8.4365,-0.21497,-0.11913,-21586.6635,0.20787,158.0043,504.8978,269.7371,183.8169,53.96626274,25.83391493,33.01998411,"0.6305",1.5025,-0.14101,-0.02801,-3123.0192,113.0415,-0.09552,0.9825,"2.066177519","3.999628312","4.894561252","6.396288453",513.7507,66.11161774,20.39010175,62.34616711,"0.5963","0.592",12.2323,-0.22668,-0.01627,2956.8845,-16859.3316,211.0893,-0.68491,0.43059,0.92811,"2.32247425","2.247872381",-0.0005,1.01404,-0.00558,"3.986165126","4.887286345","6.520809059",520.5655,303.9204,75.1515025,13.1342439,84.84152575,"141.446512","0.6088",11.1642,-0.24682,-0.13997,-17962.3137,77.6273,0.23479,1.26377,"2.258328955","3.964688636","4.904788719","6.59322765",513.6201,324.6353,159.079,CC(P(C(C)(C)C)C(C)(C)C)(C)C,-36.58946122,14.80340783,-3336963.772,34.11907251,3230758.664,-22.04808503,53.35607887,7.270688095,1615363.507,4.433598534,3230675.622,1615312.115,106239.2271,1721629.583,1615390.356,3336944.535,3230705.308,1615314.952,"0.51155",224.4866,0.958095,"2.15873919","3.997099024","4.884255402","6.485867208",83.45994734,11.87356189,"119.8549229","0.54385","0.59455",2635.2246,-7970.08815,188.5681,-0.3145,-0.02157,1.05234,"2.368133087","2.234231908","3.981396504","4.884525917","6.632029567","0.42095",217.29955,0.904845,"2.391936808",0.01515,"3.957080607","4.891707014","6.829849801","0.5123","0.469",5252.895,184.1236,-0.502155,1.131775,"2.401470168","2.447208689","3.9185213","4.918676704","6.882164987","0.648",3268.03915,-0.42827,"2.297956481"
19,1.505,-0.22119,-0.01007,355.3232,0.76497,96.57547467,12.6615424,30.33586221,"179.9743765",0.0022,-0.14187,-0.01116,-1760.0585,-0.35928,424.5841,340.678,98.34399106,"0.4668",1.169,-0.19957,-0.09998,"2.378389573",126.6034,350.635,162.3995,253.4063,256.0608,125.0892,162.3995,94.74851049,13.51739988,66.43167805,"156.3945951","0.4272",9.988,-0.21012,-0.01223,3043.5496,-11538.4053,-0.70965,0.23391,"2.495914638",0.05447,0.90937,169.7808,690.552,198.8983,97.76273343,9.624406881,82.64961378,"152.2277607","167.7177444",3.5226,-0.22893,-0.10122,-8446.5161,0.02288,197.8086,341.0529,287.4149,167.8831,60.97907962,22.80365725,32.0619112,"0.5938",0.661,-0.14307,-0.02941,-3005.5314,265.002,-0.07937,0.90707,"2.05010273","4.450825133","6.13550355","5.703933611",437.8673,67.62962181,20.33107249,64.41727575,"0.5977","0.5297",11.9159,-0.22575,-0.01634,3010.8731,-16574.6134,313.5339,-0.68259,0.39936,0.89113,"2.323863112","2.239174188",-0.00057,1.01343,-0.00559,"4.596904686","6.132336875","6.349462959",368.1098,267.6703,74.78992381,12.81562613,86.5948336,"160.4984616","0.5808",9.134,-0.24464,-0.12861,-10765.456,194.8627,0.21543,1.24251,"2.193293274","4.329361886","6.188414663","7.87340985",382.0714,339.6046,179.1586,CC(CP(CC(C)(C)C)CC(C)(C)C)(C)C,-17.51759966,5.050025563,-3336955.562,31.91667615,3230747.176,-14.07852018,44.51825176,1.71953974,1615350.43,7.551550041,3230678.293,1615327.862,106240.3024,1721620.93,1615380.627,3336942.96,3230702.658,1615322.03,"0.4565",333.3462,0.854745,"2.17112961","4.540933501","6.125329166","5.942521228",88.91821947,10.84627582,"119.7906426","0.535475","0.5767",2538.1146,-8430.5411,301.6466,-0.31138,-0.055755,0.97478,"2.370964636","2.234318483","4.45235825","6.216896272","6.199203344","0.3935",319.79355,0.8284,"2.38555106",0.01366,"4.476785479","6.212256543","6.810006642","0.5394","0.48305",2985.89695,258.57005,-0.46263,1.07671,"2.37848964","2.348786724","4.447297766","6.137511379","7.209989266","0.64135",3025.9104,-0.438475,"2.298392199"
36,2.031,-0.21555,-0.00809,262.2426,0.80504,80.46966724,19.37565322,33.97156379,"179.8776602",0.0813,-0.13997,-0.01112,-1269.9814,-0.40182,505.8017,480.1873,100.2878,"0.4377",0.5532,-0.19211,-0.09302,"2.349238895",531.8606,520.2341,311.0786,249.2799,251.7394,103.215,163.431,87.80418127,15.03990738,65.37992509,"162.2672895","0.4421",9.4337,-0.20049,-0.01116,3179.1085,-11406.5996,-0.7134,0.18012,"2.547235349",0.04953,0.92478,488.2401,496.8508,176.2119,95.09171444,9.956680177,82.93299123,"156.3113779","169.8052461",2.977,-0.2211,-0.09111,-7659.1784,-0.06823,504.9015,599.3263,302.8132,165.2256,49.3890037,25.79134575,34.04534222,"0.6333",1.578,-0.14122,-0.02654,-3006.6363,153.6421,-0.12875,0.96742,"2.060914889","3.370487784","5.210662309","7.415381033",503.7996,61.69576408,20.4311351,63.48554036,"0.6052","0.5458",12.4269,-0.22789,-0.01486,2961.5639,-16807.756,246.1182,-0.68192,0.39958,0.91777,"2.32398022","2.252415106",-0.00051,1.01363,-0.00575,"3.335209918","5.232838104","7.530012959",294.523,294.523,69.53746269,13.52020444,86.41309804,"155.6110322","0.6125",10.1615,-0.24433,-0.13004,-11904.9451,138.988,0.22702,1.26421,"2.217333758","3.531740106","5.345394805","6.950705575",527.8551,334.2005,179.6304,CC[C@H](P(C(C)C)C(C)C)C,-43.05660021,-8.793767166,-3336966.161,30.8744281,3230760.104,-21.98771862,46.46554731,10.5344408,1615370.706,24.38488638,3230707.149,1615336.443,106236.9312,1721627.977,1615391.046,3336950.569,3230713.638,1615322.593,"0.532",258.15405,0.94719,"2.160287446","3.369137941","5.227680167","7.485683879",76.80731712,12.54455228,"120.5701707","0.55935","0.6335",2697.21605,-7573.3194,238.28245,-0.31343,-0.05183,1.030255,"2.369693878","2.213609109","3.552797816","5.216801586","7.312560001","0.49645",245.6654,0.93164,"2.314082176",0.011015,"3.283310295","5.431406055","7.276626607","0.5825","0.548",3203.5246,228.59405,-0.4421,1.162135,"2.375078381","2.314603731","3.584775356","5.018593621","7.697303713","0.6488",3149.61295,-0.44464,"2.29076658"
37,2.1266,-0.22092,-0.00891,256.7924,0.81329,83.65469174,19.20534312,33.05600767,"177.1790487",0.1983,-0.1429,-0.01089,-1036.1892,-0.39472,631.8451,368.3265,98.78924721,"0.4376",0.0012,-0.19541,-0.09452,"2.357388249",638.8062,365.769,297.4231,250.2488,253.5834,167.4278,162.9094,87.97268599,16.05368817,64.81601252,"154.5825189","0.419",10.1382,-0.20483,-0.01201,3046.5968,-11838.2716,-0.72685,0.27141,"2.520430894",0.05153,0.92039,242.1911,633.4105,180.1151,93.69405099,9.886032037,77.95852203,"179.9743765","179.822095",0.1988,-0.2255,-0.08812,-7630.1726,-0.02784,526.3965,528.6189,310.5494,155.6254,50.78840718,25.72830998,33.65304289,"0.631",1.3265,-0.14294,-0.02583,-2646.6307,147.8969,-0.10369,0.96704,"2.048110529","3.883951262","4.874411596","6.44313823",391.2605,63.28942475,20.34002037,62.99859268,"0.5909","0.5448",12.2742,-0.22893,-0.01423,2942.8067,-16598.5212,231.6895,-0.6917,0.42322,0.92218,"2.323390859","2.238990245",-0.0004,1.01451,-0.00614,"3.895467351","4.87336628","6.587901789",369.6214,288.7515,72.34928508,13.31567207,86.8049103,"151.8386148","0.6335",10.195,-0.24466,-0.13168,-12714.1087,111.2655,0.2231,1.25144,"2.212795728","3.936635056","4.87890246","6.708853065",632.0406,331.8164,164.4371,CC(P(C(C)(C)C)C(C)C)C,-40.71510509,-3.910237437,-3336964.867,32.67069091,3230758.751,-21.20921781,49.81819364,9.752943636,1615367.063,21.05774016,3230697.32,1615330.258,106238.7863,1721628.767,1615389.98,3336947.72,3230708.933,1615318.953,"0.5107",250.23155,0.94303,"2.147122686","3.879243918","4.873972605","6.504590792",81.0892579,12.40320592,"120.2768355","0.550025","0.6076",2609.53275,-7506.50945,211.0321,-0.3148,-0.04058,1.04166,"2.367299489","2.210313835","3.918074378","4.880617551","6.660434225","0.4521",245.78885,0.906455,"2.3386253",0.011665,"3.882476745","4.874119717","6.586616745","0.57125","0.5335",3151.1589,219.26905,-0.44116,1.17073,"2.377877502","2.364396009","3.375832593","4.867783492","6.755405643","0.6505",3289.55745,-0.42926,"2.28592424"
38,2.1107,-0.21439,-0.00824,257.6477,0.8087,80.6403992,19.36109623,33.86926124,"179.9100389",0.0875,-0.13937,-0.01107,-1271.392,-0.40286,511.6995,479.5,100.2081645,"0.4387",0.6728,-0.19172,-0.09281,"2.348514097",525.6784,514.1865,305.4072,249.3072,251.1909,239.3201,173.0807,88.08773692,14.82909814,64.90818295,"162.0622682","0.4431",9.479,-0.20015,-0.01092,3176.8833,-11448.6092,-0.71195,0.17724,"2.547997142",0.04898,0.92531,491.3295,501.1755,185.3334,95.11238602,9.974909801,83.12820234,"156.4382447","169.5016746",2.9308,-0.22066,-0.09063,-7631.5523,-0.06446,503.792,514.3461,301.5161,157.1507,49.52639664,25.8008946,34.01555296,"0.6305",1.6943,-0.14102,-0.02632,-3013.8586,148.5557,-0.13046,0.97362,"2.062661358","3.374040327","5.244477464","7.38383957",507.8157,61.83141699,20.41995026,63.40976952,"0.6065","0.545",12.5504,-0.22741,-0.01427,2961.0708,-16797.1558,241.6871,-0.68077,0.39713,0.92265,"2.323841337","2.253309464",-0.00055,1.01359,-0.00569,"3.341955161","5.281694657","7.52251693",511.3336,293.1835,69.95360878,13.54234041,87.53409422,"157.6097177","0.613",10.2174,-0.24327,-0.12724,-11381.3318,135.1586,0.22688,1.27849,"2.208966236","3.670485595","5.314205699","7.179736683",524.4052,337.4189,180.1399,CC[C@H](P([C@@H](CC)C)C(C)C)C,-42.69121149,-9.606326675,-3336966.301,31.29735756,3230760.382,-20.45753049,46.48585854,11.1168405,1615370.239,24.79482766,3230707.394,1615337.154,106237.2166,1721627.636,1615390.42,3336951.113,3230713.896,1615323.476,"0.5305",252.7513,0.9514,"2.162556441","3.367019764","5.257670275","7.46158762",76.94342244,12.51784221,"120.5719977","0.559525","0.6323",2698.64075,-7550.78995,234.6268,-0.31268,-0.05362,1.03576,"2.369030498","2.214445758","3.628799197","5.283420985","7.211364227","0.495",242.8598,0.93508,"2.314436188",0.010995,"3.398399668","5.462384972","7.681301253","0.57985","0.5461",3184.85235,227.9531,-0.442325,1.168435,"2.37533529","2.313038063","3.83406925","5.449618254","7.699323303","0.64655",3138.30465,-0.44684,"2.291303551"
39,2.1389,-0.21937,-0.00837,280.7532,0.80995,80.39122659,19.15936841,33.64318525,"165.0667923",1.1454,-0.14366,-0.01445,-1071.6873,-0.42164,388.4924,383.4429,99.74604436,"0.4465",0.4248,-0.19372,-0.0929,"2.341261863",393.9124,389.2043,305.2967,250.993,246.4517,138.8278,168.1273,88.88578528,15.46219362,66.04484634,"144.7815351","0.4473",10.9766,-0.20656,-0.01209,3184.8797,-12548.5593,-0.72528,0.21511,"2.498233895",0.05067,0.92344,362.9128,369.7958,195.1686,93.30908627,9.834381435,83.72869743,"157.4231837","165.247312",4.0509,-0.21708,-0.09146,-7826.0582,-0.01625,381.1281,378.6712,306.0291,172.7848,48.73412519,25.73869352,33.99628627,"0.6276",1.5284,-0.14303,-0.02576,-2661.647,169.7382,-0.13032,0.98584,"2.048215665","3.941668888","6.238834745","7.445315988",403.7463,61.41673252,20.3278339,63.26466895,"0.5882","0.532",12.3568,-0.22828,-0.01338,2949.0008,-16582.3219,252.3569,-0.69278,0.41528,0.92861,"2.324738256","2.236484441",-0.00044,1.01416,-0.00608,"3.941245285","6.312708023","7.510790614",389.2972,290.5159,72.33244157,13.55102119,87.28126563,"160.6502547","0.6229",9.4791,-0.2419,-0.12325,-10437.3974,141.2582,0.21923,1.30795,"2.188377243","3.909444248","6.246197411","7.496422712",394.072,342.468,179.6832,CC[C@H](P(C1CCCCC1)[C@H](CC)C)C,-46.08040647,-7.024687439,-3336969.21,31.28192208,3230761.291,-18.04225908,45.13760988,14.0190737,1615372.404,20.88037524,3230705.752,1615333.348,106239.2007,1721628.868,1615389.667,3336955.355,3230716.154,1615326.487,"0.49495",268.9951,0.937375,"2.142868827","3.904697578","6.340296859","7.477289402",80.14556885,12.42869735,"120.7514236","0.5534","0.5968",2637.1806,-7293.92325,236.61745,-0.314245,-0.056095,1.050355,"2.368545687","2.200967079","3.927362347","6.322755444","7.455408238","0.45415",261.5755,0.90928,"2.30028704",0.00929,"3.855396204","6.499938593","7.471993766","0.5608","0.5206",3242.12705,247.4464,-0.451005,1.162815,"2.373488422","2.307632174","3.905580058","6.432633817","7.480153114","0.6459",3201.59985,-0.439685,"2.288807656"
40,1.8537,-0.22084,-0.00949,279.7727,0.81952,78.60268232,19.26624208,32.99308759,"175.703795",0.2893,-0.14308,-0.01561,-1223.8594,-0.37228,478.5564,464.1271,99.10076256,"0.4421",0.7829,-0.19631,-0.09529,"2.34217365",479.6817,473.8528,164.6965,247.4475,249.8287,101.1767,164.6965,87.81434306,15.46783612,64.96073903,"149.0990731","0.4782",10.7412,-0.20563,-0.01317,3242.7171,-12060.0178,-0.70846,0.20511,"2.492341722",0.05266,0.91597,468.9081,476.0239,195.5854,91.28146158,9.935378895,82.70303575,"155.8995365","158.7904633",4.3412,-0.21984,-0.09769,-8529.6366,-0.01368,213.5763,472.1576,297.1584,174.5998,48.45752968,25.75388488,33.60687695,"0.6229",1.2895,-0.14256,-0.02732,-2995.2975,163.2894,-0.11421,0.9737,"2.054327255","3.319401171","4.875749054","6.434333654",481.0492,60.6152041,20.36836643,63.01627645,"0.5962","0.5799",12.1214,-0.22942,-0.01733,2967.1098,-16603.7693,254.0563,-0.68735,0.42331,0.92269,"2.323103861","2.241958105",-0.00047,1.01367,-0.00581,"3.33004932","4.865769686","6.583694833",479.5572,290.9252,72.07651764,13.47723461,86.60620208,"157.5924226","0.6182",9.6684,-0.24496,-0.12899,-11381.3992,132.0797,0.22214,1.28202,"2.205372773","3.331995932","4.870076263","6.541160304",478.7766,336.5808,182.2056,CP(C(C)(C)C)C(C)(C)C,-45.92334336,0.986842735,-3336967.539,31.83882168,3230761.69,-19.26378157,48.06612381,13.3297809,1615371.968,15.24045939,3230697.025,1615325.058,106237.6875,1721628.164,1615390.477,3336951.311,3230713.624,1615323.147,"0.5191",263.37,0.95011,"2.152518344","3.313206413","4.872590199","6.538279749",79.6507385,12.47028159,"120.7346125","0.5574","0.6065",2636.57435,-7396.2735,231.7137,-0.30303,-0.05702,1.04884,"2.368545374","2.207403943","3.315647292","4.865692731","6.564930754","0.49275",257.5703,0.93165,"2.300432762",0.01145,"3.329960552","4.856179749","6.644365976","0.587","0.5476",3232.30465,236.7955,-0.43858,1.15747,"2.367349162","2.345539348","3.343324936","4.844500542","6.835048735","0.6525",3164.25635,-0.433365,"2.28739558"
41,1.8393,-0.21457,-0.00947,245.8534,0.83247,86.20787576,19.38667112,32.36193485,"178.599983",0.2953,-0.13802,-0.01091,-1242.9978,-0.36174,572.6928,495.9703,98.67518106,"0.4487",0.4993,-0.19188,-0.09254,"2.340738024",571.5534,511.2876,163.1586,249.5487,252.1258,102.7717,163.1586,91.93814972,15.99505956,63.96375171,"150.1813022","0.4448",10.5446,-0.20368,-0.01243,3103.751,-12135.9318,-0.71638,0.28049,"2.512453103",0.0513,0.914,499.1118,513.3254,193.8384,93.68298438,10.52964461,80.61977971,"154.251358","163.4133111",3.9419,-0.21843,-0.09906,-9880.3202,0.10385,180.0103,514.6585,299.3533,176.8067,51.73407987,25.82813888,33.31350463,"0.6284",1.5607,-0.1408,-0.02815,-3213.3943,127.8233,-0.11647,0.98909,"2.067692968","3.674439737","4.885182416","6.412914633",514.6099,63.96337401,20.38005209,62.68836555,"0.5976","0.5845",12.1828,-0.22673,-0.0172,2966.1281,-16752.9899,227.5073,-0.68523,0.42433,0.93008,"2.321725271","2.246981854",-0.0005,1.0138,-0.00562,"3.705715362","4.876706956","6.553895804",572.2125,304.8081,74.52780537,13.49386163,86.32503234,"152.7213699","0.6129",10.086,-0.24487,-0.1314,-12881.6689,102.9525,0.22604,1.30594,"2.227632904","3.746027599","4.87763729","6.553534166",519.4139,337.6785,170.4113,CC(P(C(C)(C)C)C(C)(C)C)C,-45.37784812,3.572641105,-3336968.389,34.28722371,3230764.004,-17.15550034,50.32229522,14.11117389,1615370.404,12.4624304,3230691.857,1615321.453,106238.6724,1721629.252,1615390.58,3336952.354,3230713.682,1615323.102,"0.51595",238.4964,0.96147,"2.160753723","3.627995239","4.88165638","6.531749025",83.01575193,12.46417166,"120.8318038","0.55205","0.5904",2657.74215,-7519.8551,207.96365,-0.31084,-0.04536,1.060645,"2.370773416","2.214835264","3.723355139","4.86740353","6.551051205","0.45225",237.5213,0.92288,"2.33786029",0.01403,"3.672714328","4.8869676","6.715831751","0.54925","0.4938",3314.39005,212.34595,-0.45837,1.157885,"2.370599938","2.41680162","3.745418615","4.869816741","6.782526114","0.6504",3177.13585,-0.434185,"2.292353534"
