ID;L - HOMO;L - LUMO;L - Q(L);L2Ni - A(L,Ni,L);L2Ni - BO(Ni,L);L2Ni - Bur_V;L2Ni - HOMO;L2Ni - LUMO;L2Ni - Q(Ni);L2Ni - R(Ni,L);L2Ni - Sterimol_B1(Ni,P);L2Ni - Sterimol_B5(Ni,P);L2Ni - Sterimol_L(Ni,P);L2Ni - dQ(L);L2NiX - A(L,Ni,C);L2NiX - A(L,Ni,L);L2NiX - BO(Ni,L);L2NiX - Bur_V;L2NiX - HOMO;L2NiX - LUMO;L2NiX - R(Ni,C);L2NiX - R(Ni,L);L2NiX - SD(L);L2NiX - Sterimol_B1(Ni,C);L2NiX - Sterimol_B1(Ni,P);L2NiX - Sterimol_B5(Ni,C);L2NiX - Sterimol_B5(Ni,P);L2NiX - Sterimol_L(Ni,C);L2NiX - Sterimol_L(Ni,P);L2NiX - dBO(Ni,C);L2NiX - dQ(C);L2NiX - dQ(L);L2NiX - dQ(Ni);L2NiX - dSD(C);L2NiX - dSD(Ni);L2NiX TO L2Ni + X;L2NiX TO L2NiX2 + L2Ni;L2NiX2 - A(C,Ni,C);L2NiX2 - A(L,Ni,L);L2NiX2 - BO(Ni,L);L2NiX2 - Bur_V;L2NiX2 - HOMO;L2NiX2 - LUMO;L2NiX2 - R(Ni,C);L2NiX2 - R(Ni,L);L2NiX2 - Sterimol_B1(Ni,P);L2NiX2 - Sterimol_B5(Ni,P);L2NiX2 - Sterimol_L(Ni,P);L2NiX2 - dBO(Ni,C);L2NiX2 - dQ(L);L2NiX2 - dQ(Ni);L2NiX2 TO L2Ni + X2;Substituent;Backbone
40;-0.21756;-0.0782;0.644615;136.3709635;0.7779;62.65862828;-0.14319;-0.08429;-0.08151;2.072810447;3.579663946;8.414607184;7.25641934;0.055775;124.0603745;111.8720233;0.66205;80.07739439;-0.17331;-0.09022;1.950426265;2.254613696;0.043895;1.700000048;3.650175502;3.318621874;8.400808682;7.359488856;8.097684973;0.0652;0.08824;0.114015;-0.50045;0.07702;-0.23557;29.03611838;-13.63578087;164.1901582;149.1342196;0.76625;93.3270434;-0.18233;-0.08141;1.940682485;2.141646778;3.49713896;8.418705713;7.039867104;0.03805;0.35649;-0.9149;-23.50211233;CF3;xantphos
41;-0.20287;-0.05739;1.31854;127.4628927;0.82215;57.03637552;-0.13347;-0.06552;-0.26392;2.084776504;2.744279387;8.44637933;6.565013911;0.1497;127.0782072;105.4893467;0.7255;73.4045102;-0.16167;-0.07105;1.973220453;2.251349698;0.054435;1.700000048;3.436283246;3.308129665;8.423342734;7.392053394;6.502524832;0.0882;0.06268;0.262135;-0.70625;0.0231;-0.23047;36.38488183;-5.657625419;171.9374491;155.4273936;0.77895;89.35566356;-0.15358;-0.06804;1.938854466;2.141798892;2.74143899;8.374392742;6.887700234;0.06425;0.500885;-1.08384;-16.78274088;OMe;xantphos
42;-0.20831;-0.06413;1.33848;137.4037168;0.83515;76.74397995;-0.14387;-0.07682;-0.30718;2.078957938;5.394982172;8.481872386;7.282275866;0.130175;111.4904989;127.832588;0.7329;79.85432227;-0.1496;-0.08162;1.976563541;2.218727498;0.0226;1.700000048;3.627961293;3.262012351;8.685498835;7.38959983;9.355449329;0.0275;0.14033;0.22758;-0.66174;0.17207;-0.26657;26.81787239;-22.63677677;80.50159306;104.2179897;0.78385;91.70220136;-0.15911;-0.07694;1.914619785;2.209261454;4.148732921;8.82551739;8.366192514;0.011;0.398485;-0.99636;-18.93760842;OPh;xantphos
43;-0.19314;-0.05584;1.32466;141.2997932;0.8265;75.37951632;-0.12542;-0.06135;-0.39794;2.096782658;4.201811288;8.468525112;7.410113065;0.17685;123.0798712;113.780767;0.703;84.19250089;-0.15575;-0.06602;1.979798942;2.287941729;0.04462;1.700000048;4.133551497;3.266818784;8.426310393;7.402700818;7.617441488;0.0542;0.06365;0.24466;-0.68939;0.05069;-0.22719;38.77443791;-2.068898736;167.6911347;149.5547548;0.7885;94.06356422;-0.15646;-0.06155;1.937514455;2.151777297;3.927954902;8.435121593;7.67493194;0.05635;0.505845;-1.06224;-15.59235541;OiPr;xantphos
44;-0.21036;-0.07595;0.877315;126.4492249;0.7743;69.88672194;-0.14013;-0.0737;-0.00464;2.084684953;4.17583933;8.425629174;8.512595065;0.04666;114.9832747;120.3604478;0.634;85.59106915;-0.16823;-0.07859;1.995979183;2.284801766;0.00668;1.700000048;5.362731573;3.462334199;8.432693019;7.423055397;7.96348101;0.016;0.10644;0.076105;-0.35752;0.12862;-0.15643;24.56511338;-16.790271;166.4436897;148.7967477;0.7169;95.61309768;-0.16945;-0.08342;1.947706743;2.183044241;5.175379399;8.384080097;7.975316403;0.0215;0.34431;-0.83678;-29.28963221;C6F5;xantphos
45;-0.18633;-0.04966;0.75736;101.3583052;0.7699;45.13629546;-0.10973;-0.04804;-0.16447;2.095358966;2.728527552;6.769447573;6.458810482;0.129995;136.0515123;87.8969754;0.68935;63.39257385;-0.14594;-0.06209;1.970414198;2.271972376;0.0757;1.700000048;2.887826421;3.274474695;6.579063389;7.414398459;7.11863443;0.0935;0.05675;0.24293;-0.63492;0.03512;-0.2101;49.81985967;0.730421029;88.94901272;88.37470008;0.77;83.05431104;-0.15094;-0.06419;1.907951204;2.186406624;2.91406305;6.559296695;7.066199637;0.0578;0.446475;-0.94205;3.699168349;Me;phenyl
46;-0.17442;-0.05183;0.767735;100.8530451;0.81625;58.78281101;-0.10481;-0.04739;-0.16081;2.096684628;3.268745648;6.778981172;6.591641012;0.129305;136.5656335;86.65052526;0.70155;76.51777577;-0.14612;-0.06008;1.979201128;2.263851167;0.08525;1.700000048;3.868892992;3.25236641;6.736600229;7.422625128;7.001902275;0.0902;0.04638;0.242955;-0.63613;-0.0043;-0.23681;48.59935375;-0.053338306;85.04947328;88.02131785;0.73935;92.86301162;-0.14803;-0.06209;1.905083636;2.217538503;3.667428165;6.605743451;7.091762553;0.03245;0.418745;-0.92192;2.041915828;i-Pr;phenyl
47;-0.19106;-0.06717;0.809685;95.86528912;0.764;52.62490674;-0.12104;-0.06012;-0.03377;2.094058807;3.62345059;7.774680253;7.936537372;0.08956;138.2921348;83.40633572;0.6686;72.77364413;-0.15467;-0.07098;1.970539812;2.275813311;0.07243;1.700000048;3.88791808;3.267612538;7.79970964;7.404136858;7.797765274;0.0902;0.04518;0.19985;-0.5635;0.00912;-0.2372;44.18545211;-4.310990087;87.51943281;88.1700819;0.73585;88.56186089;-0.15602;-0.07364;1.906545833;2.199733769;4.227038024;7.77256609;7.448636949;0.04;0.388595;-0.89712;-2.528235671;Ph;phenyl
48;-0.17143;-0.05323;0.78137;103.4899158;0.79765;64.68541776;-0.10369;-0.0478;-0.15637;2.103978129;3.834536706;6.812961018;6.664239528;0.118465;134.9903532;89.91273629;0.68765;84.00777907;-0.14323;-0.06194;1.978668387;2.27647055;0.080675;1.700000048;3.93547641;3.270133552;6.664409678;7.423404155;7.042824065;0.0692;0.05647;0.232245;-0.62038;0.01106;-0.2368;51.23991361;15.13929357;80.34101103;89.63657155;0.695;97.17369774;-0.14417;-0.06347;1.904752387;2.28442173;3.946930639;6.772072527;7.058192825;0.0015;0.35764;-0.85137;-7.869596314;t-Bu;phenyl
49;-0.18351;-0.05254;0.75849;100.207917;0.75925;50.17222698;-0.10758;-0.0479;-0.15812;2.098408971;2.751541714;6.781146393;6.621780403;0.123885;136.3895333;87.20603553;0.71585;69.83904506;-0.1434;-0.0606;1.97393496;2.260148288;0.07691;1.700000048;3.343072237;3.242781631;6.634909519;7.416969039;7.055399411;0.0846;0.06001;0.25213;-0.64507;0.01399;-0.23948;53.50020274;3.463224787;88.13383543;88.12351804;0.75675;88.25227436;-0.14995;-0.06396;1.906442077;2.194591742;3.136539241;6.579677476;7.048254947;0.0481;0.440995;-0.93503;8.327050721;Et;phenyl
50;-0.1782;-0.04908;0.79246;100.2870044;0.81195;57.96673592;-0.10708;-0.0482;-0.15932;2.097058984;4.541152117;7.697519788;7.668556377;0.12669;135.7886304;87.48317005;0.70635;79.31108422;-0.14395;-0.06018;1.975613129;2.259295049;0.08232;1.700000048;4.853045583;3.341912747;7.827524974;7.415254785;7.589194009;0.0809;0.0564;0.25439;-0.64858;0.00588;-0.24756;51.13135448;6.47840781;85.67820363;86.77195454;0.7337;93.60426533;-0.1492;-0.0588;1.904480098;2.226736175;4.771915949;7.832852644;7.209639706;0.0289;0.412775;-0.91548;0.574171169;Cy;phenyl
51;-0.24741;-0.08956;0.621415;97.1151292;0.7628;51.15283952;-0.15472;-0.08205;0.0716;2.055898775;3.447457603;6.688233131;6.616968031;0.03408;137.1016537;85.77996901;0.6873;70.54361889;-0.17885;-0.09771;1.952627541;2.227476892;0.060655;1.700000048;3.57192949;3.418915335;6.50843982;7.373964493;7.180804071;0.0864;0.06619;0.1393;-0.53418;0.08891;-0.23584;31.45704993;-11.98041088;82.37308933;86.80914109;0.7728;88.39962029;-0.18381;-0.09812;1.902317287;2.171062387;3.605844502;6.511704635;7.121909945;0.03605;0.309675;-0.88264;-20.31561922;CF3;phenyl
52;-0.20277;-0.06114;1.28745;97.50782522;0.8327;49.72065383;-0.13339;-0.06056;-0.18558;2.065295293;2.931096337;6.72582113;6.434611511;0.128735;136.4898318;86.82324142;0.7567;72.37065268;-0.15518;-0.0771;1.962324366;2.226583726;0.07359;1.700000048;3.294137419;3.319881245;6.534524937;7.39909199;7.099658443;0.0935;0.06668;0.30649;-0.81031;0.05514;-0.25151;42.14667383;-1.915158915;87.90876767;86.79165539;0.80195;86.92991951;-0.16799;-0.07866;1.91161561;2.161925109;2.693222447;6.569533325;6.913901903;0.0599;0.498375;-1.08815;-9.001623405;OMe;phenyl
53;-0.21156;-0.07151;1.328685;97.22761719;0.8263;53.93598618;-0.14374;-0.0718;-0.09798;2.056707821;4.425492204;8.340696823;7.670445891;0.07796;136.3726655;86.8835446;0.74795;76.72261235;-0.15949;-0.08727;1.962086215;2.215162893;0.06942;1.700498951;2.748517979;3.305162021;8.370664936;7.397575255;8.100680466;0.0797;0.07061;0.27266;-0.72675;0.06967;-0.25914;37.28473042;-9.533751439;86.02982086;86.70277837;0.80345;91.49680796;-0.17422;-0.08703;1.913104483;2.159495644;3.767871195;8.366768528;8.086026964;0.0447;0.45029;-1.07163;-11.10691769;OPh;phenyl
54;-0.18716;-0.05918;1.294425;99.89060942;0.83755;64.08308822;-0.12292;-0.05497;-0.22287;2.065244799;3.935235949;7.025811497;7.030335073;0.138965;136.2073886;87.04330179;0.74265;80.44168753;-0.15353;-0.07081;1.968028215;2.231660844;0.075265;1.700000048;3.56017671;3.292189457;7.020543485;7.404359651;7.283345075;0.0886;0.06001;0.31259;-0.77273;0.03505;-0.24158;45.23904051;-4.112069583;86.81878425;87.61010857;0.80265;94.29290046;-0.16502;-0.07407;1.91470475;2.173207063;3.773762247;7.039197375;7.252560075;0.0489;0.530045;-1.13995;-0.61997936;OiPr;phenyl
55;-0.21133;-0.08067;0.855225;98.16548188;0.78155;60.0583242;-0.14247;-0.07702;0.06105;2.068040198;4.442100789;8.410144633;8.167844243;0.0408;138.2897224;83.24886427;0.66055;80.11623191;-0.16664;-0.09299;1.959765129;2.257572105;0.05892;1.700000048;4.568195576;3.33267764;8.227251885;7.392291015;7.771101169;0.0762;0.06423;0.150645;-0.48075;0.04782;-0.25069;41.05543485;-3.313877532;86.54165604;87.4254126;0.73665;94.905879;-0.17042;-0.08962;1.900613887;2.194488518;4.884958316;8.686890981;8.298768754;0.0319;0.31465;-0.87012;-9.785382738;C6F5;phenyl
56;-0.19088;-0.07344;0.76732;119.3011976;0.7569;51.64109255;-0.1221;-0.07491;-0.19507;2.103580423;2.786813992;9.073226884;7.085706371;0.156045;131.3877138;96.52948773;0.6645;67.26038698;-0.14658;-0.08273;1.975425882;2.287894394;0.06558;1.700000048;2.968639011;3.265808032;8.861441116;7.420581192;8.153734424;0.0804;0.06147;0.238485;-0.58697;0.03149;-0.21177;45.06773043;-1.088728938;85.61665509;94.99669777;0.7324;84.76893875;-0.14919;-0.08684;1.901337052;2.233976341;3.016935711;8.813751764;8.271253636;0.042;0.408475;-0.87737;-3.985940179;Me;binap
57;-0.18576;-0.07402;0.76947;127.5036491;0.80625;65.03592984;-0.11905;-0.07534;-0.22941;2.101267396;3.342933698;9.059153402;6.693269722;0.15936;128.7709031;101.3621163;0.68005;82.54761367;-0.14416;-0.0824;1.976954093;2.271999416;0.072815;1.700000048;3.540652302;3.327307924;8.875334126;7.419050501;7.902822774;0.062;0.06583;0.24018;-0.59462;0.03484;-0.2297;46.68105729;11.69489407;80.05245652;96.1100228;0.68755;92.5535643;-0.1455;-0.08569;1.908322489;2.287224124;3.584552;8.764459081;8.065533225;0.00245;0.366465;-0.82268;-13.54290947;i-Pr;binap
58;-0.18908;-0.07705;0.81499;117.9220656;0.78745;62.26531141;-0.12669;-0.07691;-0.14216;2.092237227;3.616817632;9.06311965;7.776629134;0.119195;130.5447325;96.46694099;0.6657;79.51515519;-0.15139;-0.08288;1.972658015;2.276135917;0.06938;1.700000048;3.833655624;3.330540764;8.847579501;7.410623495;8.108437325;0.0761;0.06057;0.20799;-0.56774;0.03565;-0.22322;45.84019459;4.936617034;82.19638084;94.17903981;0.6892;92.04436128;-0.1516;-0.08595;1.904644625;2.266054974;4.104738518;8.789447051;8.309172574;0.0125;0.347445;-0.8437;-8.466357825;Ph;binap
59;-0.18282;-0.0731;0.789805;139.208503;0.7948;74.66206625;-0.11392;-0.07823;-0.28754;2.103375868;3.861530851;9.080539032;6.708965035;0.14527;124.5292284;109.3445489;0.66395;88.26556821;-0.14491;-0.08281;1.999514274;2.294340882;0.062695;1.700000048;3.912836727;3.284013885;8.91151791;7.442588313;7.462077599;0.0179;0.06292;0.18738;-0.54393;0.04378;-0.23416;39.84747911;15.12988093;87.77359876;104.5740145;0.6233;97.30649699;-0.14878;-0.08488;1.904247557;2.380041098;3.928045728;8.923093517;7.533144255;-0.0184;0.24916;-0.68609;-30.64505267;t-Bu;binap
60;-0.18418;-0.07362;0.77878;120.389104;0.7502;55.82997641;-0.12081;-0.07455;-0.19194;2.105036841;2.949736523;9.07332596;6.990328992;0.14188;130.9666599;97.45153696;0.6874;72.04345703;-0.14397;-0.08278;1.975449524;2.28373044;0.06508;1.700000048;3.180175542;3.329753828;8.879750893;7.413601111;8.119984077;0.0636;0.06433;0.22551;-0.57728;0.02963;-0.23085;44.65106414;2.234561237;82.44005546;94.830348;0.71265;87.87969867;-0.14717;-0.08631;1.901813725;2.254192521;3.434467928;8.810475342;8.263242886;0.0229;0.37387;-0.8451;-8.142562935;Et;binap
61;-0.18385;-0.07358;0.80498;128.4326317;0.69555;72.95321545;-0.12612;-0.07225;-0.07908;2.173355916;4.191979813;8.638531475;7.804310508;0.19338;131.1360625;97.72601114;0.6685;81.03448169;-0.14575;-0.08139;1.983272356;2.292050829;0.069505;1.700000048;4.658491986;3.372300374;8.868274806;7.374563305;8.023962387;0.0605;0.04706;0.232075;-0.57291;-0.00069;-0.21671;36.06987208;-6.116962353;81.92186863;96.13504293;0.68725;93.98039068;-0.14513;-0.08433;1.904221757;2.276690189;4.673786732;8.850765806;7.867588815;0.0056;0.371425;-0.82313;-16.95342346;Cy;binap
62;-0.21725;-0.09462;0.61674;113.9519487;0.76945;56.09564452;-0.16053;-0.09039;0.01305;2.060844072;3.556797963;8.976168044;7.280525654;0.057425;130.8738897;96.37301215;0.66565;74.27424788;-0.17443;-0.09918;1.95042999;2.2419763;0.053375;1.700000048;3.671250002;3.32785659;8.769902938;7.364866674;8.15757597;0.0755;0.07579;0.14394;-0.51039;0.0827;-0.24139;31.21796883;-8.490203184;80.67465541;95.58075885;0.74085;88.65136814;-0.17911;-0.10312;1.899981769;2.211796721;3.685790491;8.749469449;8.207672412;0.0191;0.282395;-0.84113;-24.28398914;CF3;binap
63;-0.19935;-0.078;1.295885;113.9603289;0.8365;59.90791582;-0.14185;-0.07934;-0.27574;2.076578396;3.335722355;8.999371685;7.325864296;0.165415;132.3899705;94.98559377;0.7301;73.80652723;-0.16314;-0.08728;1.97135343;2.246483859;0.06408;1.700000048;3.381251987;3.337905435;8.78365943;7.394692248;8.242355991;0.0885;0.05643;0.29693;-0.73483;0.02851;-0.22889;39.1641213;-2.268446749;82.86715366;95.51350545;0.7711;89.1737258;-0.1646;-0.089;1.908597081;2.192996877;2.817820282;8.750683948;7.887566215;0.03765;0.47473;-1.0309;-14.61344063;OMe;binap
64;-0.20236;-0.08206;1.34258;111.9771366;0.83185;62.60092882;-0.14858;-0.08278;-0.16014;2.060817001;4.467352558;9.159332196;8.117905313;0.10284;132.7353166;94.49464219;0.72545;79.13026008;-0.16339;-0.09114;1.961210289;2.234319776;0.064555;1.700000048;3.838143694;3.457567458;9.253240861;7.381712109;9.318661637;0.0825;0.08051;0.24867;-0.68936;0.07015;-0.24592;37.66625618;-1.96912473;82.47515754;94.41146716;0.77545;89.48679239;-0.1708;-0.09227;1.912359807;2.192794274;4.013474346;9.180276587;9.002348949;0.0321;0.4371;-1.04313;-17.90849288;OPh;binap
65;-0.19333;-0.07467;1.325675;117.5845243;0.8191;65.55383302;-0.13319;-0.07433;-0.24527;2.07716803;3.739553612;9.019517718;7.707763649;0.154425;128.3365076;98.39801414;0.7213;84.22681432;-0.15764;-0.08256;1.975216496;2.246844287;0.06362;1.700000048;4.08164285;3.263535039;8.877089086;7.408074882;8.006045406;0.067;0.05557;0.270115;-0.70523;0.02462;-0.24545;43.32764666;0.513302751;82.50695975;96.37112583;0.7582;93.97496178;-0.15894;-0.08556;1.910640566;2.208466638;3.85600998;8.804760991;7.979394838;0.0296;0.468255;-1.01821;-9.06813941;OiPr;binap
66;-0.20502;-0.09015;0.87303;115.5621747;0.77955;70.18266662;-0.13996;-0.08458;0.02921;2.070334253;4.203733861;9.035228787;7.888054906;0.04652;131.6168608;96.69066327;0.6519;85.13274467;-0.15823;-0.09304;1.969337288;2.267211779;0.05294;1.700000048;4.643956324;3.301180204;8.838767498;7.343656262;8.31112792;0.0363;0.06852;0.14594;-0.47246;0.06766;-0.24398;39.27142542;-2.041915829;82.12946754;94.99872708;0.688;96.76527738;-0.15961;-0.09629;1.902382125;2.260700308;4.691973102;8.781742505;8.260068132;0.0026;0.274405;-0.79122;-14.62536331;C6F5;binap
67;-0.18377;-0.05245;0.781055;145.4164611;0.79245;68.3268179;-0.10545;-0.0575;-0.32912;2.118575616;3.568616249;7.837980066;7.913407485;0.154805;113.0495861;129.0515093;0.70865;86.02837404;-0.13802;-0.06402;1.992297206;2.264222257;0.02965;1.700000048;3.70850911;3.292654489;8.670976995;7.43803131;8.307978499;0.0289;0.12047;0.191175;-0.58193;0.12249;-0.21952;45.79501391;11.12260543;162.8298778;155.5906959;0.71705;93.68333239;-0.14104;-0.05935;1.934575712;2.207711154;3.698831708;7.866911208;7.984609955;0.0317;0.440825;-0.8886;-14.74270758;i-Pr;thixantphos
68;-0.1864;-0.05818;0.825465;132.0600761;0.78225;62.68612079;-0.1224;-0.06292;-0.17615;2.102823296;4.094877478;7.851245934;7.901392046;0.113205;111.9478311;118.6957311;0.6766;79.18120822;-0.14445;-0.07081;1.991334847;2.267243268;0.025145;1.700000048;4.298801589;3.243800601;8.951854761;7.436837802;8.65148509;0.0344;0.10446;0.14925;-0.4952;0.12716;-0.21263;37.78422796;-3.283757078;167.7677418;152.8143312;0.7068;90.79759343;-0.15221;-0.06679;1.933080807;2.196873593;4.298960388;7.867817388;7.919710858;0.03615;0.398555;-0.85365;-16.35791697;Ph;thixantphos
69;-0.17861;-0.05405;0.793295;160.9096971;0.7967;79.02279569;-0.09968;-0.05895;-0.37499;2.125253291;3.873647419;7.50293171;7.858992997;0.1539;111.3022316;136.4767196;0.6773;91.90780356;-0.13568;-0.06322;2.000658954;2.290824474;0.02934;1.700000048;3.867386039;3.323941058;8.682635446;7.458647575;8.52877467;-0.0086;0.11127;0.172215;-0.53506;0.13117;-0.22866;41.02970696;15.63188851;150.0314112;148.4559212;0.65805;98.91470433;-0.14614;-0.0624;1.961729216;2.288806923;3.832871226;8.175742757;8.154159644;0.00795;0.40368;-0.78912;-28.78260456;t-Bu;thixantphos
70;-0.18504;-0.05279;0.776035;149.1204486;0.74825;60.35134562;-0.10481;-0.05771;-0.35434;2.116797188;2.984843645;7.788898009;7.93325912;0.16287;113.2357859;128.1946706;0.71475;77.08279901;-0.13715;-0.06362;1.987968765;2.262620828;0.0287;1.700000048;3.097877937;3.293718509;8.709347015;7.434116365;8.426893878;0.0481;0.11552;0.193105;-0.59152;0.12708;-0.2229;38.76188772;-4.769072002;82.04413581;100.80984;0.71225;91.64832996;-0.14085;-0.06445;1.905775589;2.265866982;3.446888784;8.861645489;8.295939678;0.0135;0.37437;-0.85851;-12.91728252;Et;thixantphos
71;-0.18282;-0.05186;0.809395;137.9913625;0.78765;66.32912176;-0.1072;-0.05471;-0.29235;2.115707127;4.512325296;7.903853518;7.980592317;0.152425;113.6907895;126.6550924;0.714;85.12439252;-0.1348;-0.06401;1.993355486;2.25675066;0.03249;1.700000048;4.41663336;3.353626722;8.658958977;7.438562601;8.172803552;0.0415;0.12056;0.18916;-0.5945;0.11135;-0.2158;36.98101583;-2.931724262;171.7577997;158.4536229;0.7017;92.18947997;-0.1371;-0.05937;1.942186518;2.221949752;4.632692445;7.830061176;7.916662065;0.0282;0.436745;-0.87161;-18.31637404;Cy;thixantphos
72;-0.19956;-0.0805;0.64705;136.8857747;0.77;61.70703949;-0.1529;-0.084;-0.06798;2.069814875;3.60763283;8.258052862;8.466153698;0.05523;112.7903832;124.3373424;0.70435;80.71410696;-0.16691;-0.09236;1.97051694;2.204949878;0.02431;1.700000048;3.575261251;3.279080835;8.716788926;7.40410238;8.336444237;0.045;0.14138;0.11282;-0.55104;0.16647;-0.25604;30.04829117;-6.355415953;79.76317476;104.8580346;0.71905;91.27039497;-0.17469;-0.08896;1.906711257;2.223629371;3.62058251;8.990530488;8.639196741;0.0094;0.26195;-0.83713;-28.75813169;CF3;thixantphos
73;-0.18833;-0.06113;1.3078;128.9507251;0.8345;59.7123362;-0.13701;-0.06906;-0.29784;2.081090247;3.192163283;7.968875263;7.935552056;0.16323;114.9784384;123.6054734;0.749;78.3638803;-0.15351;-0.07452;1.984990266;2.226324434;0.02196;1.700000048;3.20544393;3.296095654;8.779643418;7.424367834;8.385376741;0.0594;0.12691;0.24067;-0.73716;0.13966;-0.24084;32.08079435;-13.52345668;81.98154133;101.8535261;0.7777;89.64339528;-0.1524;-0.07276;1.913020794;2.201231001;3.031488286;8.907905062;8.211527258;0.029;0.450465;-1.06172;-17.52508459;OMe;thixantphos
74;-0.19056;-0.06656;1.34813;135.4763346;0.84495;79.60995215;-0.14517;-0.076;-0.30142;2.068565023;5.449949749;8.546858253;8.614860538;0.11821;123.471044;112.5277914;0.72655;92.70967999;-0.16139;-0.08023;1.963307659;2.242276642;0.05099;1.700000048;5.20257161;3.337978726;9.048145588;7.371407361;9.099583811;0.0436;0.07839;0.22513;-0.70813;0.07377;-0.2708;37.72335954;-1.989832542;169.5651588;148.5297773;0.82325;94.42242846;-0.17386;-0.07116;1.938651147;2.138744718;4.882355028;8.072999592;8.179945502;0.0454;0.45964;-1.04991;-17.77357834;OPh;thixantphos
75;-0.18708;-0.05755;1.326855;139.3097016;0.8378;76.37857319;-0.1277;-0.06368;-0.39581;2.085829511;3.96460648;8.194356783;8.165236123;0.16451;119.0369432;116.1492178;0.7188;83.47873969;-0.15402;-0.06849;1.994527515;2.250342884;0.021225;1.700000048;4.093487796;3.419654171;8.473639592;7.432761514;7.912954414;0.0609;0.10899;0.22936;-0.65299;0.09412;-0.17693;22.47550683;-34.84371857;168.5371253;149.4812858;0.79755;93.88065204;-0.16114;-0.06324;1.937985879;2.139061036;4.305184301;8.110628472;8.078472878;0.05575;0.509245;-1.06918;-15.41539774;OiPr;thixantphos
76;-0.1943;-0.07626;0.88081;125.7227304;0.7818;69.98792222;-0.14221;-0.07518;-0.00317;2.07709393;4.782343574;8.206586351;8.477897414;0.043815;114.9786531;117.360955;0.6773;86.11781169;-0.15869;-0.08468;1.987067622;2.250980119;0.021725;1.700000048;4.89853858;3.247647512;8.725794315;7.429107422;8.191313167;0.0382;0.122;0.108395;-0.45902;0.13298;-0.22396;29.31849765;-5.970752645;76.90279094;101.5715918;0.6575;94.79187209;-0.1593;-0.08754;1.905629296;2.307579847;5.06014583;9.241090973;9.074374547;-0.01655;0.22492;-0.72071;-30.60238203;C6F5;thixantphos
77;-0.19097;-0.05524;0.785705;132.7191593;0.7618;54.36312928;-0.11076;-0.05753;-0.28139;2.105099835;2.912848581;9.002598868;6.760746039;0.151785;127.7601278;104.076351;0.6587;69.62397709;-0.1447;-0.06378;1.976283795;2.277198241;0.06303;1.700000048;2.907344172;3.29203227;8.939262027;7.418864666;6.371279551;0.0743;0.06595;0.22647;-0.60322;0.03182;-0.21814;44.01539704;-4.380643638;83.31758224;101.6810751;0.7274;85.81170523;-0.14543;-0.06439;1.903758511;2.245645838;2.946282394;8.789007771;5.876891451;0.0265;0.380175;-0.8594;-2.798692254;Me;sixantphos
78;-0.17352;-0.05663;0.789175;161.6869002;0.80405;69.79617067;-0.10164;-0.06376;-0.40613;2.115264529;3.121797584;8.890252498;6.85276207;0.156955;123.0841692;113.6693622;0.6627;83.93936101;-0.14408;-0.06653;1.979749168;2.292978985;0.05854;1.700000048;3.790445917;3.293041013;8.836219133;7.417439538;7.834322986;0.047;0.06592;0.192795;-0.56085;0.03522;-0.21872;40.28861827;2.021835526;85.03966627;105.4686952;0.6903;95.7713014;-0.14588;-0.06581;1.90292427;2.290193765;3.704264187;8.834384952;7.728655193;0.0065;0.335495;-0.8105;-16.65472895;i-Pr;sixantphos
79;-0.19085;-0.06122;0.825915;131.064358;0.7845;62.52541142;-0.12081;-0.06375;-0.17725;2.100004298;4.182116307;8.983468935;7.682536146;0.111955;125.8709972;105.9010527;0.66605;77.7090714;-0.15359;-0.06888;1.97679904;2.282197637;0.058715;1.700000048;4.327310376;3.268955556;8.891050773;7.40283574;7.412266585;0.062;0.05709;0.18236;-0.53541;0.03603;-0.21739;41.64278372;6.772709754;81.85347196;101.8959546;0.6729;90.54062548;-0.14694;-0.07306;1.897110921;2.291585518;4.796865244;8.959804354;7.597028749;0.0089;0.30179;-0.78021;-18.69727229;Ph;sixantphos
80;-0.17116;-0.05854;0.81297;164.1159436;0.8005;79.16067584;-0.09852;-0.06367;-0.39161;2.119135955;3.87033925;8.839156221;6.818922045;0.1363;113.6112255;131.6527312;0.6778;90.06531829;-0.13614;-0.0669;1.995843871;2.291721193;0.0314;1.700000048;3.979040329;3.397880149;8.877381475;7.439984987;6.985903824;0.0058;0.10782;0.150945;-0.52975;0.11716;-0.21558;36.17152861;8.023963645;150.077501;148.198339;0.66325;98.9074658;-0.14519;-0.06313;1.961781383;2.280898239;3.837346146;9.069636971;7.131198573;0.0086;0.387155;-0.79901;-30.89103639;t-Bu;sixantphos
81;-0.18426;-0.05485;0.783145;145.4480369;0.7836;59.97410664;-0.10432;-0.06037;-0.34401;2.112253089;3.144973933;8.985620067;6.87976419;0.151285;127.0982405;105.7643887;0.673;74.80822895;-0.14581;-0.06456;1.979641326;2.279056268;0.062985;1.700000048;3.230383502;3.313647676;8.981050491;7.417182671;6.761273694;0.0688;0.06559;0.223145;-0.59745;0.03267;-0.21881;45.48690676;6.179713301;82.16578247;100.0176571;0.71405;91.65661251;-0.13965;-0.06669;1.906139632;2.260832532;3.334323169;8.877914322;7.220801704;0.01495;0.371205;-0.86204;-10.41602976;Et;sixantphos
